GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021800445,448,201935,James Harden,1610612745,Houston Rockets,3,5,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,12,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,457,201935,James Harden,1610612745,Houston Rockets,3,5,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-130,225,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,478,201935,James Harden,1610612745,Houston Rockets,3,4,24,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,8,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,605,201935,James Harden,1610612745,Houston Rockets,4,8,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,162,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,653,201935,James Harden,1610612745,Houston Rockets,4,5,7,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,122,38,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,685,201935,James Harden,1610612745,Houston Rockets,4,1,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,82,270,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,707,201935,James Harden,1610612745,Houston Rockets,4,0,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-105,235,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800461,64,201935,James Harden,1610612745,Houston Rockets,1,6,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,215,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,102,201935,James Harden,1610612745,Houston Rockets,1,3,58,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-175,210,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,109,201935,James Harden,1610612745,Houston Rockets,1,2,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-112,241,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,128,201935,James Harden,1610612745,Houston Rockets,1,1,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,20,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,265,201935,James Harden,1610612745,Houston Rockets,2,1,25,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,18,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,271,201935,James Harden,1610612745,Houston Rockets,2,0,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,5,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,333,201935,James Harden,1610612745,Houston Rockets,3,7,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-64,267,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,339,201935,James Harden,1610612745,Houston Rockets,3,6,41,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,37,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,427,201935,James Harden,1610612745,Houston Rockets,3,0,50,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,72,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800461,512,201935,James Harden,1610612745,Houston Rockets,4,6,56,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,62,272,1,1,20181219,HOU,WAS
Shot Chart Detail,0021800467,16,201935,James Harden,1610612745,Houston Rockets,1,11,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,89,238,1,1,20181220,MIA,HOU
Shot Chart Detail,0021800467,25,201935,James Harden,1610612745,Houston Rockets,1,10,16,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-17,260,1,1,20181220,MIA,HOU
Shot Chart Detail,0021800467,215,201935,James Harden,1610612745,Houston Rockets,2,7,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,1,20181220,MIA,HOU
Shot Chart Detail,0021800467,304,201935,James Harden,1610612745,Houston Rockets,2,1,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,188,162,1,1,20181220,MIA,HOU
Shot Chart Detail,0021800467,324,201935,James Harden,1610612745,Houston Rockets,2,0,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-175,221,1,1,20181220,MIA,HOU
Shot Chart Detail,0021800467,436,201935,James Harden,1610612745,Houston Rockets,3,3,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-87,237,1,1,20181220,MIA,HOU
Shot Chart Detail,0021800467,541,201935,James Harden,1610612745,Houston Rockets,4,8,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-184,171,1,1,20181220,MIA,HOU
Shot Chart Detail,0021800483,18,201935,James Harden,1610612745,Houston Rockets,1,10,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-193,177,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,56,201935,James Harden,1610612745,Houston Rockets,1,7,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,70,201935,James Harden,1610612745,Houston Rockets,1,6,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,14,260,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,113,201935,James Harden,1610612745,Houston Rockets,1,3,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,27,250,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,228,201935,James Harden,1610612745,Houston Rockets,2,6,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,236,201935,James Harden,1610612745,Houston Rockets,2,6,6,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,98,82,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,330,201935,James Harden,1610612745,Houston Rockets,3,11,32,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,11,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,337,201935,James Harden,1610612745,Houston Rockets,3,10,41,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-29,68,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,471,201935,James Harden,1610612745,Houston Rockets,3,0,28,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-94,235,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,567,201935,James Harden,1610612745,Houston Rockets,4,5,39,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,100,10,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,597,201935,James Harden,1610612745,Houston Rockets,4,2,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,15,246,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800483,609,201935,James Harden,1610612745,Houston Rockets,4,1,5,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-49,259,1,1,20181222,HOU,SAS
Shot Chart Detail,0021800498,16,201935,James Harden,1610612745,Houston Rockets,1,10,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-4,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,117,201935,James Harden,1610612745,Houston Rockets,1,4,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,1,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,126,201935,James Harden,1610612745,Houston Rockets,1,3,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-1,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,151,201935,James Harden,1610612745,Houston Rockets,1,1,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-15,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,167,201935,James Harden,1610612745,Houston Rockets,1,0,3,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,201,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,315,201935,James Harden,1610612745,Houston Rockets,2,3,3,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-109,134,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,321,201935,James Harden,1610612745,Houston Rockets,2,2,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,70,249,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,347,201935,James Harden,1610612745,Houston Rockets,2,0,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,39,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,352,201935,James Harden,1610612745,Houston Rockets,2,0,8,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-3,249,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,409,201935,James Harden,1610612745,Houston Rockets,3,8,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,10,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,445,201935,James Harden,1610612745,Houston Rockets,3,6,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,73,245,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,479,201935,James Harden,1610612745,Houston Rockets,3,3,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,141,131,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,515,201935,James Harden,1610612745,Houston Rockets,3,0,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,29,257,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,626,201935,James Harden,1610612745,Houston Rockets,4,5,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,45,104,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800498,673,201935,James Harden,1610612745,Houston Rockets,4,0,20,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-33,60,1,1,20181225,HOU,OKC
Shot Chart Detail,0021800512,21,201935,James Harden,1610612745,Houston Rockets,1,10,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,214,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,47,201935,James Harden,1610612745,Houston Rockets,1,7,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,16,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,58,201935,James Harden,1610612745,Houston Rockets,1,6,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-210,135,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,76,201935,James Harden,1610612745,Houston Rockets,1,5,26,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,84,258,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,106,201935,James Harden,1610612745,Houston Rockets,1,2,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,234,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,117,201935,James Harden,1610612745,Houston Rockets,1,1,57,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,98,248,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,403,201935,James Harden,1610612745,Houston Rockets,3,4,57,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-1,280,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,409,201935,James Harden,1610612745,Houston Rockets,3,4,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-17,278,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,423,201935,James Harden,1610612745,Houston Rockets,3,3,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,90,238,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,536,201935,James Harden,1610612745,Houston Rockets,4,7,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-95,254,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800512,569,201935,James Harden,1610612745,Houston Rockets,4,5,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,18,1,1,20181227,HOU,BOS
Shot Chart Detail,0021800528,28,201935,James Harden,1610612745,Houston Rockets,1,9,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-212,141,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,43,201935,James Harden,1610612745,Houston Rockets,1,7,35,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-158,200,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,58,201935,James Harden,1610612745,Houston Rockets,1,6,28,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-105,41,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,98,201935,James Harden,1610612745,Houston Rockets,1,2,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,146,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,137,201935,James Harden,1610612745,Houston Rockets,1,0,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,4,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,253,201935,James Harden,1610612745,Houston Rockets,2,4,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,134,224,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,305,201935,James Harden,1610612745,Houston Rockets,2,0,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-166,214,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,397,201935,James Harden,1610612745,Houston Rockets,3,6,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-24,23,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,535,201935,James Harden,1610612745,Houston Rockets,4,7,31,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,207,168,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800528,552,201935,James Harden,1610612745,Houston Rockets,4,5,56,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,17,1,1,20181229,NOP,HOU
Shot Chart Detail,0021800544,56,201935,James Harden,1610612745,Houston Rockets,1,7,3,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,199,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800544,105,201935,James Harden,1610612745,Houston Rockets,1,2,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,200,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800544,244,201935,James Harden,1610612745,Houston Rockets,2,5,39,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,34,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800544,261,201935,James Harden,1610612745,Houston Rockets,2,4,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-218,122,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800544,300,201935,James Harden,1610612745,Houston Rockets,2,1,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,54,28,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800544,325,201935,James Harden,1610612745,Houston Rockets,2,0,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-136,280,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800544,328,201935,James Harden,1610612745,Houston Rockets,2,0,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-114,249,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800544,459,201935,James Harden,1610612745,Houston Rockets,3,2,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-91,287,1,1,20181231,HOU,MEM
Shot Chart Detail,0021800565,62,201935,James Harden,1610612745,Houston Rockets,1,7,12,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-189,199,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,109,201935,James Harden,1610612745,Houston Rockets,1,4,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,241,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,240,201935,James Harden,1610612745,Houston Rockets,2,7,19,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,3,79,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,321,201935,James Harden,1610612745,Houston Rockets,2,1,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-168,215,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,380,201935,James Harden,1610612745,Houston Rockets,3,9,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,91,259,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,441,201935,James Harden,1610612745,Houston Rockets,3,3,36,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-72,109,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,466,201935,James Harden,1610612745,Houston Rockets,3,1,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,183,185,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,476,201935,James Harden,1610612745,Houston Rockets,3,0,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-175,238,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,576,201935,James Harden,1610612745,Houston Rockets,4,5,37,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,128,152,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,640,201935,James Harden,1610612745,Houston Rockets,4,0,51,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-138,259,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,657,201935,James Harden,1610612745,Houston Rockets,5,3,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-147,241,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,682,201935,James Harden,1610612745,Houston Rockets,5,2,2,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,221,126,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800565,713,201935,James Harden,1610612745,Houston Rockets,5,0,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,155,237,1,1,20190103,GSW,HOU
Shot Chart Detail,0021800582,70,201935,James Harden,1610612745,Houston Rockets,1,5,16,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,2,200,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,111,201935,James Harden,1610612745,Houston Rockets,1,2,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,19,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,216,201935,James Harden,1610612745,Houston Rockets,2,5,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,59,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,308,201935,James Harden,1610612745,Houston Rockets,3,11,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,20,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,315,201935,James Harden,1610612745,Houston Rockets,3,10,38,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,206,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,327,201935,James Harden,1610612745,Houston Rockets,3,9,21,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,13,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,382,201935,James Harden,1610612745,Houston Rockets,3,4,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,3,270,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,393,201935,James Harden,1610612745,Houston Rockets,3,3,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,1,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,400,201935,James Harden,1610612745,Houston Rockets,3,2,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,1,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,432,201935,James Harden,1610612745,Houston Rockets,3,1,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,11,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,443,201935,James Harden,1610612745,Houston Rockets,3,0,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-81,49,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,562,201935,James Harden,1610612745,Houston Rockets,4,2,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-141,223,1,1,20190105,POR,HOU
Shot Chart Detail,0021800582,593,201935,James Harden,1610612745,Houston Rockets,4,0,34,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,36,264,1,1,20190105,POR,HOU
Shot Chart Detail,0021800593,328,201935,James Harden,1610612745,Houston Rockets,2,1,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,111,237,1,1,20190107,HOU,DEN
Shot Chart Detail,0021800593,334,201935,James Harden,1610612745,Houston Rockets,2,1,28,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-58,273,1,1,20190107,HOU,DEN
Shot Chart Detail,0021800593,348,201935,James Harden,1610612745,Houston Rockets,2,0,16,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-61,254,1,1,20190107,HOU,DEN
Shot Chart Detail,0021800593,398,201935,James Harden,1610612745,Houston Rockets,3,7,18,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-20,268,1,1,20190107,HOU,DEN
Shot Chart Detail,0021800593,526,201935,James Harden,1610612745,Houston Rockets,4,10,53,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-16,258,1,1,20190107,HOU,DEN
Shot Chart Detail,0021800593,601,201935,James Harden,1610612745,Houston Rockets,4,4,32,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,160,197,1,1,20190107,HOU,DEN
Shot Chart Detail,0021800593,627,201935,James Harden,1610612745,Houston Rockets,4,2,52,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-22,52,1,1,20190107,HOU,DEN
Shot Chart Detail,0021800610,82,201935,James Harden,1610612745,Houston Rockets,1,5,12,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,90,22,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,118,201935,James Harden,1610612745,Houston Rockets,1,2,56,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-26,56,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,222,201935,James Harden,1610612745,Houston Rockets,2,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,265,201935,James Harden,1610612745,Houston Rockets,2,4,43,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,42,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,272,201935,James Harden,1610612745,Houston Rockets,2,4,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-107,241,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,339,201935,James Harden,1610612745,Houston Rockets,2,0,5,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,189,1,1,20190109,HOU,MIL
