GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021800009,103,201935,James Harden,1610612745,Houston Rockets,1,4,12,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,232,1,1,20181017,HOU,NOP
Shot Chart Detail,0021800009,246,201935,James Harden,1610612745,Houston Rockets,2,6,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,20,1,1,20181017,HOU,NOP
Shot Chart Detail,0021800009,282,201935,James Harden,1610612745,Houston Rockets,2,4,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20181017,HOU,NOP
Shot Chart Detail,0021800009,421,201935,James Harden,1610612745,Houston Rockets,3,6,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,1,20181017,HOU,NOP
Shot Chart Detail,0021800009,635,201935,James Harden,1610612745,Houston Rockets,4,6,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,78,235,1,1,20181017,HOU,NOP
Shot Chart Detail,0021800009,684,201935,James Harden,1610612745,Houston Rockets,4,3,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,103,231,1,1,20181017,HOU,NOP
Shot Chart Detail,0021800035,33,201935,James Harden,1610612745,Houston Rockets,1,8,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,16,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,43,201935,James Harden,1610612745,Houston Rockets,1,7,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,92,263,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,131,201935,James Harden,1610612745,Houston Rockets,1,2,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,22,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,250,201935,James Harden,1610612745,Houston Rockets,2,6,25,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-93,239,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,301,201935,James Harden,1610612745,Houston Rockets,2,4,26,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,37,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,365,201935,James Harden,1610612745,Houston Rockets,2,0,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-40,268,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,478,201935,James Harden,1610612745,Houston Rockets,3,6,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,26,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,642,201935,James Harden,1610612745,Houston Rockets,4,6,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,169,201,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,721,201935,James Harden,1610612745,Houston Rockets,4,1,12,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,164,218,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800035,725,201935,James Harden,1610612745,Houston Rockets,4,0,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20181020,LAL,HOU
Shot Chart Detail,0021800039,8,201935,James Harden,1610612745,Houston Rockets,1,11,21,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,4,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,32,201935,James Harden,1610612745,Houston Rockets,1,9,14,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,16,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,230,201935,James Harden,1610612745,Houston Rockets,2,8,24,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-45,62,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,263,201935,James Harden,1610612745,Houston Rockets,2,6,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-70,274,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,305,201935,James Harden,1610612745,Houston Rockets,2,3,13,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,5,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,320,201935,James Harden,1610612745,Houston Rockets,2,1,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,178,179,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,358,201935,James Harden,1610612745,Houston Rockets,3,9,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,1,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,545,201935,James Harden,1610612745,Houston Rockets,4,6,51,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,83,68,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,595,201935,James Harden,1610612745,Houston Rockets,4,2,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,189,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,609,201935,James Harden,1610612745,Houston Rockets,4,1,36,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,33,116,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800039,624,201935,James Harden,1610612745,Houston Rockets,4,0,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-79,236,1,1,20181021,LAC,HOU
Shot Chart Detail,0021800057,14,201935,James Harden,1610612745,Houston Rockets,1,10,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,15,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,27,201935,James Harden,1610612745,Houston Rockets,1,9,53,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,155,218,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,89,201935,James Harden,1610612745,Houston Rockets,1,5,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,163,201935,James Harden,1610612745,Houston Rockets,1,0,51,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-145,200,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,278,201935,James Harden,1610612745,Houston Rockets,2,5,4,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,112,103,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,369,201935,James Harden,1610612745,Houston Rockets,3,10,19,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,13,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,390,201935,James Harden,1610612745,Houston Rockets,3,8,42,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,26,60,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,433,201935,James Harden,1610612745,Houston Rockets,3,5,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,44,277,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,439,201935,James Harden,1610612745,Houston Rockets,3,4,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,27,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800057,581,201935,James Harden,1610612745,Houston Rockets,4,6,24,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-76,110,1,1,20181024,HOU,UTA
Shot Chart Detail,0021800129,250,201935,James Harden,1610612745,Houston Rockets,2,3,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,1,20181103,CHI,HOU
Shot Chart Detail,0021800129,258,201935,James Harden,1610612745,Houston Rockets,2,3,34,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-90,251,1,1,20181103,CHI,HOU
Shot Chart Detail,0021800129,262,201935,James Harden,1610612745,Houston Rockets,2,2,52,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,231,86,1,1,20181103,CHI,HOU
Shot Chart Detail,0021800129,385,201935,James Harden,1610612745,Houston Rockets,3,5,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-2,260,1,1,20181103,CHI,HOU
Shot Chart Detail,0021800129,396,201935,James Harden,1610612745,Houston Rockets,3,4,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,83,253,1,1,20181103,CHI,HOU
Shot Chart Detail,0021800129,407,201935,James Harden,1610612745,Houston Rockets,3,3,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-58,246,1,1,20181103,CHI,HOU
Shot Chart Detail,0021800129,587,201935,James Harden,1610612745,Houston Rockets,4,2,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,32,1,1,20181103,CHI,HOU
Shot Chart Detail,0021800141,18,201935,James Harden,1610612745,Houston Rockets,1,10,31,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,1,20181105,IND,HOU
Shot Chart Detail,0021800141,34,201935,James Harden,1610612745,Houston Rockets,1,9,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,22,268,1,1,20181105,IND,HOU
Shot Chart Detail,0021800141,55,201935,James Harden,1610612745,Houston Rockets,1,7,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-135,229,1,1,20181105,IND,HOU
Shot Chart Detail,0021800141,93,201935,James Harden,1610612745,Houston Rockets,1,4,6,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,25,1,1,20181105,IND,HOU
Shot Chart Detail,0021800141,215,201935,James Harden,1610612745,Houston Rockets,2,7,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,6,1,1,20181105,IND,HOU
Shot Chart Detail,0021800141,296,201935,James Harden,1610612745,Houston Rockets,2,0,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,70,274,1,1,20181105,IND,HOU
Shot Chart Detail,0021800141,572,201935,James Harden,1610612745,Houston Rockets,4,0,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-164,215,1,1,20181105,IND,HOU
Shot Chart Detail,0021800163,54,201935,James Harden,1610612745,Houston Rockets,1,7,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,2,1,1,20181108,OKC,HOU
Shot Chart Detail,0021800163,64,201935,James Harden,1610612745,Houston Rockets,1,6,32,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,200,1,1,20181108,OKC,HOU
Shot Chart Detail,0021800163,67,201935,James Harden,1610612745,Houston Rockets,1,6,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,13,1,1,20181108,OKC,HOU
Shot Chart Detail,0021800163,285,201935,James Harden,1610612745,Houston Rockets,2,3,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,96,239,1,1,20181108,OKC,HOU
Shot Chart Detail,0021800163,386,201935,James Harden,1610612745,Houston Rockets,3,7,3,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,206,148,1,1,20181108,OKC,HOU
Shot Chart Detail,0021800163,526,201935,James Harden,1610612745,Houston Rockets,4,8,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,92,234,1,1,20181108,OKC,HOU
Shot Chart Detail,0021800163,581,201935,James Harden,1610612745,Houston Rockets,4,5,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,-1,1,1,20181108,OKC,HOU
Shot Chart Detail,0021800180,235,201935,James Harden,1610612745,Houston Rockets,2,7,53,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,24,1,1,20181110,SAS,HOU
Shot Chart Detail,0021800180,288,201935,James Harden,1610612745,Houston Rockets,2,3,57,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,5,1,1,20181110,SAS,HOU
Shot Chart Detail,0021800180,330,201935,James Harden,1610612745,Houston Rockets,2,1,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-5,261,1,1,20181110,SAS,HOU
Shot Chart Detail,0021800180,377,201935,James Harden,1610612745,Houston Rockets,3,10,7,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,71,34,1,1,20181110,SAS,HOU
Shot Chart Detail,0021800180,473,201935,James Harden,1610612745,Houston Rockets,3,2,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,-1,1,1,20181110,SAS,HOU
Shot Chart Detail,0021800180,486,201935,James Harden,1610612745,Houston Rockets,3,1,53,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,-10,1,1,20181110,SAS,HOU
Shot Chart Detail,0021800180,622,201935,James Harden,1610612745,Houston Rockets,4,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,29,1,1,20181110,SAS,HOU
Shot Chart Detail,0021800185,96,201935,James Harden,1610612745,Houston Rockets,1,5,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-151,224,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,243,201935,James Harden,1610612745,Houston Rockets,2,8,30,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,16,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,271,201935,James Harden,1610612745,Houston Rockets,2,6,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-89,252,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,283,201935,James Harden,1610612745,Houston Rockets,2,5,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,236,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,316,201935,James Harden,1610612745,Houston Rockets,2,2,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,109,243,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,320,201935,James Harden,1610612745,Houston Rockets,2,2,7,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-2,292,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,425,201935,James Harden,1610612745,Houston Rockets,3,4,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,237,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,444,201935,James Harden,1610612745,Houston Rockets,3,3,35,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-109,258,1,1,20181111,HOU,IND
Shot Chart Detail,0021800185,549,201935,James Harden,1610612745,Houston Rockets,4,7,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,57,260,1,1,20181111,HOU,IND
Shot Chart Detail,0021800200,239,201935,James Harden,1610612745,Houston Rockets,2,5,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-1,1,1,20181113,DEN,HOU
Shot Chart Detail,0021800200,357,201935,James Harden,1610612745,Houston Rockets,3,7,31,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,5,1,1,20181113,DEN,HOU
Shot Chart Detail,0021800200,412,201935,James Harden,1610612745,Houston Rockets,3,3,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,107,225,1,1,20181113,DEN,HOU
Shot Chart Detail,0021800200,520,201935,James Harden,1610612745,Houston Rockets,4,5,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,17,1,1,20181113,DEN,HOU
Shot Chart Detail,0021800200,531,201935,James Harden,1610612745,Houston Rockets,4,5,20,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,1,20181113,DEN,HOU
Shot Chart Detail,0021800200,534,201935,James Harden,1610612745,Houston Rockets,4,4,50,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,195,1,1,20181113,DEN,HOU
Shot Chart Detail,0021800200,547,201935,James Harden,1610612745,Houston Rockets,4,3,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,10,1,1,20181113,DEN,HOU
Shot Chart Detail,0021800213,107,201935,James Harden,1610612745,Houston Rockets,1,2,50,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,212,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800213,202,201935,James Harden,1610612745,Houston Rockets,2,7,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,20,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800213,256,201935,James Harden,1610612745,Houston Rockets,2,3,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800213,294,201935,James Harden,1610612745,Houston Rockets,2,0,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,12,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800213,296,201935,James Harden,1610612745,Houston Rockets,2,0,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-36,278,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800213,309,201935,James Harden,1610612745,Houston Rockets,3,11,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-176,221,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800213,386,201935,James Harden,1610612745,Houston Rockets,3,5,50,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,24,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800213,394,201935,James Harden,1610612745,Houston Rockets,3,5,30,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,178,1,1,20181115,HOU,GSW
Shot Chart Detail,0021800231,54,201935,James Harden,1610612745,Houston Rockets,1,7,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,21,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,72,201935,James Harden,1610612745,Houston Rockets,1,6,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,27,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,215,201935,James Harden,1610612745,Houston Rockets,2,6,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,20,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,243,201935,James Harden,1610612745,Houston Rockets,2,5,0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,14,29,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,349,201935,James Harden,1610612745,Houston Rockets,3,9,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,17,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,375,201935,James Harden,1610612745,Houston Rockets,3,7,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-26,260,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,417,201935,James Harden,1610612745,Houston Rockets,3,4,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,21,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,421,201935,James Harden,1610612745,Houston Rockets,3,4,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,60,261,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,431,201935,James Harden,1610612745,Houston Rockets,3,4,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,130,242,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800231,602,201935,James Harden,1610612745,Houston Rockets,4,3,46,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-233,101,1,1,20181117,HOU,SAC
Shot Chart Detail,0021800258,31,201935,James Harden,1610612745,Houston Rockets,1,9,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,69,201935,James Harden,1610612745,Houston Rockets,1,7,39,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,-3,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,105,201935,James Harden,1610612745,Houston Rockets,1,4,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,144,209,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,112,201935,James Harden,1610612745,Houston Rockets,1,4,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-4,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,242,201935,James Harden,1610612745,Houston Rockets,2,6,38,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,190,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,280,201935,James Harden,1610612745,Houston Rockets,2,3,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-1,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,364,201935,James Harden,1610612745,Houston Rockets,3,7,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-209,156,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,433,201935,James Harden,1610612745,Houston Rockets,3,2,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,8,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,558,201935,James Harden,1610612745,Houston Rockets,4,6,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,167,1,1,20181121,HOU,DET
Shot Chart Detail,0021800258,621,201935,James Harden,1610612745,Houston Rockets,4,1,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,10,1,1,20181121,HOU,DET
Shot Chart Detail,0021800267,29,201935,James Harden,1610612745,Houston Rockets,1,9,30,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,51,201935,James Harden,1610612745,Houston Rockets,1,7,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,9,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,108,201935,James Harden,1610612745,Houston Rockets,1,3,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,204,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,111,201935,James Harden,1610612745,Houston Rockets,1,3,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,19,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,120,201935,James Harden,1610612745,Houston Rockets,1,2,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-20,251,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,372,201935,James Harden,1610612745,Houston Rockets,3,9,1,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,16,63,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,442,201935,James Harden,1610612745,Houston Rockets,3,3,23,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,37,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,584,201935,James Harden,1610612745,Houston Rockets,4,5,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-7,247,1,1,20181123,DET,HOU
Shot Chart Detail,0021800267,633,201935,James Harden,1610612745,Houston Rockets,4,0,27,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,70,190,1,1,20181123,DET,HOU
Shot Chart Detail,0021800279,94,201935,James Harden,1610612745,Houston Rockets,1,5,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-180,184,1,1,20181124,CLE,HOU
